participant	content	token	lemma	tagged_token	tagged_lemma	file
kid	daddy do you teach like you do like how they do in your school is that how you teach the nurses do you have the blackboard and then all these seats that the nurses have with those tables	[daddy, do, you, teach, like, you, do, like, how, they, do, in, your, school, is, that, how, you, teach, the, nurses, do, you, have, the, blackboard, and, then, all, these, seats, that, the, nurses, have, with, those, tables]	[daddy, do, you, teach, like, you, do, like, how, they, do, in, your, school, be, that, how, you, teach, the, nurse, do, you, have, the, blackboard, and, then, all, these, seat, that, the, nurse, have, with, those, table]	[(daddy, NNS), (do, VBP), (you, PRP), (teach, VB), (like, IN), (you, PRP), (do, VBP), (like, IN), (how, WRB), (they, PRP), (do, VBP), (in, IN), (your, PRP$), (school, NN), (is, VBZ), (that, IN), (how, WRB), (you, PRP), (teach, VBP), (the, DT), (nurses, NNS), (do, VBP), (you, PRP), (have, VB), (the, DT), (blackboard, NN), (and, CC), (then, RB), (all, PDT), (these, DT), (seats, NNS), (that, IN), (the, DT), (nurses, NNS), (have, VBP), (with, IN), (those, DT), (tables, NNS)]	[(daddy, NNS), (do, VBP), (you, PRP), (teach, VB), (like, IN), (you, PRP), (do, VBP), (like, IN), (how, WRB), (they, PRP), (do, VBP), (in, IN), (your, PRP$), (school, NN), (be, VB), (that, IN), (how, WRB), (you, PRP), (teach, VBP), (the, DT), (nurse, NN), (do, VBP), (you, PRP), (have, VB), (the, DT), (blackboard, NN), (and, CC), (then, RB), (all, PDT), (these, DT), (seat, NN), (that, IN), (the, DT), (nurse, NNS), (have, VBP), (with, IN), (those, DT), (table, JJ)]	time200-cond1.txt
cgv	where did you see those	[where, did, you, see, those]	[where, do, you, see, those]	[(where, WRB), (did, VBD), (you, PRP), (see, VBP), (those, DT)]	[(where, WRB), (do, VB), (you, PRP), (see, VB), (those, DT)]	time200-cond1.txt
kid	the chairs	[the, chairs]	[the, chair]	[(the, DT), (chairs, NNS)]	[(the, DT), (chair, NN)]	time200-cond1.txt
cgv	 with the tops	[with, the, tops]	[with, the, top]	[(with, IN), (the, DT), (tops, NNS)]	[(with, IN), (the, DT), (top, NN)]	time200-cond1.txt
kid	at gary's house he has one and i saw them at daddy's school before mom some fell on the floor	[at, gary, 's, house, he, has, one, and, i, saw, them, at, daddy, 's, school, before, mom, some, fell, on, the, floor]	[at, gary, 's, house, he, have, one, and, i, saw, them, at, daddy, 's, school, before, mom, some, fell, on, the, floor]	[(at, IN), (gary, NN), ('s, POS), (house, NN), (he, PRP), (has, VBZ), (one, CD), (and, CC), (i, VB), (saw, VBD), (them, PRP), (at, IN), (daddy, NN), ('s, POS), (school, NN), (before, IN), (mom, NN), (some, DT), (fell, VBD), (on, IN), (the, DT), (floor, NN)]	[(at, IN), (gary, NN), ('s, POS), (house, NN), (he, PRP), (have, VBP), (one, CD), (and, CC), (i, VB), (saw, VBD), (them, PRP), (at, IN), (daddy, NN), ('s, POS), (school, NN), (before, IN), (mom, NN), (some, DT), (fell, VBD), (on, IN), (the, DT), (floor, NN)]	time200-cond1.txt
cgv	i'll get it when i'm through eating or at the end of next week which ever comes first do you mean i'm going to eat continuously until next week	[i, will, get, it, when, i, am, through, eating, or, at, the, end, of, next, week, which, ever, comes, first, do, you, mean, i, am, going, to, eat, continuously, until, next, week]	[i, will, get, it, when, i, be, through, eating, or, at, the, end, of, next, week, which, ever, come, first, do, you, mean, i, be, go, to, eat, continuously, until, next, week]	[(i, NN), (will, MD), (get, VB), (it, PRP), (when, WRB), (i, NN), (am, VBP), (through, IN), (eating, NN), (or, CC), (at, IN), (the, DT), (end, NN), (of, IN), (next, JJ), (week, NN), (which, WDT), (ever, RB), (comes, VBZ), (first, RB), (do, VBP), (you, PRP), (mean, VB), (i, VB), (am, VBP), (going, VBG), (to, TO), (eat, VB), (continuously, RB), (until, IN), (next, JJ), (week, NN)]	[(i, NN), (will, MD), (get, VB), (it, PRP), (when, WRB), (i, NN), (be, VB), (through, IN), (eating, NN), (or, CC), (at, IN), (the, DT), (end, NN), (of, IN), (next, JJ), (week, NN), (which, WDT), (ever, RB), (come, VBP), (first, RB), (do, VBP), (you, PRP), (mean, VB), (i, NN), (be, VB), (go, VBN), (to, TO), (eat, VB), (continuously, RB), (until, IN), (next, JJ), (week, NN)]	time200-cond1.txt
kid	until your baby's born you better eat a lot so the baby can grow dad why don't you bring my table down here so i can draw on it	[until, your, baby, 's, born, you, better, eat, a, lot, so, the, baby, can, grow, dad, why, do, not, you, bring, my, table, down, here, so, i, can, draw, on, it]	[until, your, baby, 's, born, you, good, eat, a, lot, so, the, baby, can, grow, dad, why, do, not, you, bring, my, table, down, here, so, i, can, draw, on, it]	[(until, IN), (your, PRP$), (baby, NN), ('s, POS), (born, NN), (you, PRP), (better, JJR), (eat, VB), (a, DT), (lot, NN), (so, IN), (the, DT), (baby, NN), (can, MD), (grow, VB), (dad, VB), (why, WRB), (do, VB), (not, RB), (you, PRP), (bring, VBP), (my, PRP$), (table, JJ), (down, RB), (here, RB), (so, RB), (i, JJ), (can, MD), (draw, VB), (on, IN), (it, PRP)]	[(until, IN), (your, PRP$), (baby, NN), ('s, POS), (born, VBN), (you, PRP), (good, JJ), (eat, VB), (a, DT), (lot, NN), (so, IN), (the, DT), (baby, NN), (can, MD), (grow, VB), (dad, VB), (why, WRB), (do, VB), (not, RB), (you, PRP), (bring, VBP), (my, PRP$), (table, JJ), (down, RB), (here, RB), (so, RB), (i, JJ), (can, MD), (draw, VB), (on, IN), (it, PRP)]	time200-cond1.txt
cgv	that's a good idea i was thinking about getting you one of those little desks where have you seen one at that warehouse	[that, is, a, good, idea, i, was, thinking, about, getting, you, one, of, those, little, desks, where, have, you, seen, one, at, that, warehouse]	[that, be, a, good, idea, i, be, think, about, get, you, one, of, those, little, desk, where, have, you, see, one, at, that, warehouse]	[(that, DT), (is, VBZ), (a, DT), (good, JJ), (idea, NN), (i, NN), (was, VBD), (thinking, VBG), (about, IN), (getting, VBG), (you, PRP), (one, CD), (of, IN), (those, DT), (little, JJ), (desks, NNS), (where, WRB), (have, VBP), (you, PRP), (seen, VBN), (one, CD), (at, IN), (that, DT), (warehouse, NN)]	[(that, DT), (be, VB), (a, DT), (good, JJ), (idea, NN), (i, NN), (be, VB), (think, VBN), (about, IN), (get, NN), (you, PRP), (one, CD), (of, IN), (those, DT), (little, JJ), (desk, NN), (where, WRB), (have, VBP), (you, PRP), (see, VBP), (one, CD), (at, IN), (that, DT), (warehouse, NN)]	time200-cond1.txt
kid	how little are they	[how, little, are, they]	[how, little, be, they]	[(how, WRB), (little, JJ), (are, VBP), (they, PRP)]	[(how, WRB), (little, JJ), (be, VB), (they, PRP)]	time200-cond1.txt
cgv	next time we go you can try one	[next, time, we, go, you, can, try, one]	[next, time, we, go, you, can, try, one]	[(next, JJ), (time, NN), (we, PRP), (go, VBP), (you, PRP), (can, MD), (try, VB), (one, CD)]	[(next, JJ), (time, NN), (we, PRP), (go, VBP), (you, PRP), (can, MD), (try, VB), (one, CD)]	time200-cond1.txt
kid	we need one as big as this chair hey mom i love you hey dad i love you	[we, need, one, as, big, as, this, chair, hey, mom, i, love, you, hey, dad, i, love, you]	[we, need, one, as, big, a, this, chair, hey, mom, i, love, you, hey, dad, i, love, you]	[(we, PRP), (need, VBP), (one, CD), (as, RB), (big, JJ), (as, IN), (this, DT), (chair, NN), (hey, VBZ), (mom, VBP), (i, JJ), (love, VBP), (you, PRP), (hey, VBP), (dad, VBP), (i, JJ), (love, VBP), (you, PRP)]	[(we, PRP), (need, VBP), (one, CD), (as, IN), (big, JJ), (a, DT), (this, DT), (chair, NN), (hey, VBZ), (mom, VBP), (i, JJ), (love, VBP), (you, PRP), (hey, VBP), (dad, VBP), (i, JJ), (love, VBP), (you, PRP)]	time200-cond1.txt
cgv	i love you what did you do this afternoon abe	[i, love, you, what, did, you, do, this, afternoon, abe]	[i, love, you, what, do, you, do, this, afternoon, abe]	[(i, NN), (love, VBP), (you, PRP), (what, WP), (did, VBD), (you, PRP), (do, VB), (this, DT), (afternoon, NN), (abe, NN)]	[(i, NN), (love, VBP), (you, PRP), (what, WP), (do, VB), (you, PRP), (do, VB), (this, DT), (afternoon, NN), (abe, NN)]	time200-cond1.txt
kid	i goedn to school i want to show you something	[i, good, to, school, i, want, to, show, you, something]	[i, good, to, school, i, want, to, show, you, something]	[(i, RB), (good, JJ), (to, TO), (school, NN), (i, NN), (want, VBP), (to, TO), (show, VB), (you, PRP), (something, NN)]	[(i, RB), (good, JJ), (to, TO), (school, NN), (i, NN), (want, VBP), (to, TO), (show, VB), (you, PRP), (something, NN)]	time200-cond1.txt
cgv	okay hey what would you have done if you wouldn't have gone to school	[okay, hey, what, would, you, have, done, if, you, would, not, have, gone, to, school]	[okay, hey, what, would, you, have, do, if, you, would, not, have, go, to, school]	[(okay, NN), (hey, NN), (what, WP), (would, MD), (you, PRP), (have, VB), (done, VBN), (if, IN), (you, PRP), (would, MD), (not, RB), (have, VB), (gone, VBN), (to, TO), (school, NN)]	[(okay, NN), (hey, NN), (what, WP), (would, MD), (you, PRP), (have, VB), (do, VBP), (if, IN), (you, PRP), (would, MD), (not, RB), (have, VB), (go, VBN), (to, TO), (school, NN)]	time200-cond1.txt
kid	i'd be real pissed off i would be real pissed off	[i, would, be, real, pissed, off, i, would, be, real, pissed, off]	[i, would, be, real, piss, off, i, would, be, real, piss, off]	[(i, NN), (would, MD), (be, VB), (real, JJ), (pissed, VBN), (off, RP), (i, NN), (would, MD), (be, VB), (real, JJ), (pissed, VBN), (off, RP)]	[(i, NN), (would, MD), (be, VB), (real, JJ), (piss, JJ), (off, IN), (i, NN), (would, MD), (be, VB), (real, JJ), (piss, NNS), (off, RP)]	time200-cond1.txt
cgv	how come	[how, come]	[how, come]	[(how, WRB), (come, JJ)]	[(how, WRB), (come, JJ)]	time200-cond1.txt
kid	we made real fun things at school	[we, made, real, fun, things, at, school]	[we, make, real, fun, thing, at, school]	[(we, PRP), (made, VBD), (real, JJ), (fun, JJ), (things, NNS), (at, IN), (school, NN)]	[(we, PRP), (make, VBP), (real, JJ), (fun, JJ), (thing, NN), (at, IN), (school, NN)]	time200-cond1.txt
cgv	 you almost didn't go today did you why don't you tell daddy why	[you, almost, did, not, go, today, did, you, why, do, not, you, tell, daddy, why]	[you, almost, do, not, go, today, do, you, why, do, not, you, tell, daddy, why]	[(you, PRP), (almost, RB), (did, VBD), (not, RB), (go, VB), (today, NN), (did, VBD), (you, PRP), (why, WRB), (do, VBP), (not, RB), (you, PRP), (tell, VBP), (daddy, VB), (why, WRB)]	[(you, PRP), (almost, RB), (do, VBP), (not, RB), (go, VB), (today, NN), (do, VBP), (you, PRP), (why, WRB), (do, VBP), (not, RB), (you, PRP), (tell, VBP), (daddy, VB), (why, WRB)]	time200-cond1.txt
kid	i was real cranky if somebody went to school and they were cranky that would make me mad because they would make everybody in the class unhappy anyway i was so cranky today i almost didn't go to school	[i, was, real, cranky, if, somebody, went, to, school, and, they, were, cranky, that, would, make, me, mad, because, they, would, make, everybody, in, the, class, unhappy, anyway, i, was, so, cranky, today, i, almost, did, not, go, to, school]	[i, be, real, cranky, if, somebody, go, to, school, and, they, be, cranky, that, would, make, me, mad, because, they, would, make, everybody, in, the, class, unhappy, anyway, i, be, so, cranky, today, i, almost, do, not, go, to, school]	[(i, NN), (was, VBD), (real, JJ), (cranky, NN), (if, IN), (somebody, NN), (went, VBD), (to, TO), (school, NN), (and, CC), (they, PRP), (were, VBD), (cranky, NNS), (that, WDT), (would, MD), (make, VB), (me, PRP), (mad, JJ), (because, IN), (they, PRP), (would, MD), (make, VB), (everybody, NN), (in, IN), (the, DT), (class, NN), (unhappy, JJ), (anyway, RB), (i, NN), (was, VBD), (so, RB), (cranky, JJ), (today, NN), (i, VBZ), (almost, RB), (did, VBD), (not, RB), (go, VB), (to, TO), (school, NN)]	[(i, RB), (be, VB), (real, JJ), (cranky, NN), (if, IN), (somebody, NN), (go, VBP), (to, TO), (school, NN), (and, CC), (they, PRP), (be, VB), (cranky, VBN), (that, DT), (would, MD), (make, VB), (me, PRP), (mad, JJ), (because, IN), (they, PRP), (would, MD), (make, VB), (everybody, NN), (in, IN), (the, DT), (class, NN), (unhappy, JJ), (anyway, RB), (i, JJ), (be, VB), (so, RB), (cranky, JJ), (today, NN), (i, VBZ), (almost, RB), (do, VB), (not, RB), (go, VB), (to, TO), (school, NN)]	time200-cond1.txt
cgv	what were you going to do instead	[what, were, you, going, to, do, instead]	[what, be, you, go, to, do, instead]	[(what, WDT), (were, VBD), (you, PRP), (going, VBG), (to, TO), (do, VB), (instead, RB)]	[(what, WP), (be, VB), (you, PRP), (go, VB), (to, TO), (do, VB), (instead, RB)]	time200-cond1.txt
kid	if i couldn't go to school i was gon ta do my schoolwork at home	[if, i, could, not, go, to, school, i, was, gon, ta, do, my, schoolwork, at, home]	[if, i, could, not, go, to, school, i, be, gon, ta, do, my, schoolwork, at, home]	[(if, IN), (i, NNS), (could, MD), (not, RB), (go, VB), (to, TO), (school, NN), (i, NN), (was, VBD), (gon, VBN), (ta, RB), (do, VB), (my, PRP$), (schoolwork, NN), (at, IN), (home, NN)]	[(if, IN), (i, NNS), (could, MD), (not, RB), (go, VB), (to, TO), (school, NN), (i, NN), (be, VB), (gon, VBN), (ta, RB), (do, VB), (my, PRP$), (schoolwork, NN), (at, IN), (home, NN)]	time200-cond1.txt
cgv	you were gon ta take a nap	[you, were, gon, ta, take, a, nap]	[you, be, gon, ta, take, a, nap]	[(you, PRP), (were, VBD), (gon, VBN), (ta, NNS), (take, VB), (a, DT), (nap, NN)]	[(you, PRP), (be, VB), (gon, VBN), (ta, NNS), (take, VB), (a, DT), (nap, NN)]	time200-cond1.txt
kid	should i tell you what happened to me today i already told you you already saw it	[should, i, tell, you, what, happened, to, me, today, i, already, told, you, you, already, saw, it]	[should, i, tell, you, what, happen, to, me, today, i, already, tell, you, you, already, saw, it]	[(should, MD), (i, VB), (tell, VB), (you, PRP), (what, WDT), (happened, VBD), (to, TO), (me, PRP), (today, NN), (i, VBP), (already, RB), (told, VBN), (you, PRP), (you, PRP), (already, RB), (saw, VBD), (it, PRP)]	[(should, MD), (i, VB), (tell, VB), (you, PRP), (what, WDT), (happen, VB), (to, TO), (me, PRP), (today, NN), (i, VBP), (already, RB), (tell, VB), (you, PRP), (you, PRP), (already, RB), (saw, VBD), (it, PRP)]	time200-cond1.txt
cgv	i know but you can tell daddy	[i, know, but, you, can, tell, daddy]	[i, know, but, you, can, tell, daddy]	[(i, NN), (know, VBP), (but, CC), (you, PRP), (can, MD), (tell, VB), (daddy, VB)]	[(i, NN), (know, VBP), (but, CC), (you, PRP), (can, MD), (tell, VB), (daddy, VB)]	time200-cond1.txt
kid	i was that rotating thing i was getting something and it smashed these	[i, was, that, rotating, thing, i, was, getting, something, and, it, smashed, these]	[i, be, that, rotate, thing, i, be, get, something, and, it, smash, these]	[(i, NN), (was, VBD), (that, IN), (rotating, VBG), (thing, NN), (i, NN), (was, VBD), (getting, VBG), (something, NN), (and, CC), (it, PRP), (smashed, VBD), (these, DT)]	[(i, NN), (be, VB), (that, IN), (rotate, JJ), (thing, NN), (i, NN), (be, VB), (get, VBN), (something, NN), (and, CC), (it, PRP), (smash, VBZ), (these, DT)]	time200-cond1.txt
cgv	 two of your fingers	[two, of, your, fingers]	[two, of, your, finger]	[(two, CD), (of, IN), (your, PRP$), (fingers, NNS)]	[(two, CD), (of, IN), (your, PRP$), (finger, NN)]	time200-cond1.txt
kid	yeah go cars go hey momma i got butter all over the table	[yeah, go, cars, go, hey, momma, i, got, butter, all, over, the, table]	[yeah, go, car, go, hey, momma, i, get, butter, all, over, the, table]	[(yeah, RB), (go, VB), (cars, NNS), (go, VB), (hey, JJ), (momma, NN), (i, NN), (got, VBD), (butter, RB), (all, DT), (over, IN), (the, DT), (table, NN)]	[(yeah, RB), (go, VB), (car, NN), (go, VBP), (hey, JJ), (momma, NN), (i, NN), (get, VBP), (butter, RB), (all, DT), (over, IN), (the, DT), (table, NN)]	time200-cond1.txt
cgv	you better be careful	[you, better, be, careful]	[you, good, be, careful]	[(you, PRP), (better, JJR), (be, VB), (careful, JJ)]	[(you, PRP), (good, JJ), (be, VB), (careful, JJ)]	time200-cond1.txt
kid	dad do you like my picture i made i'm getting good aren't i	[dad, do, you, like, my, picture, i, made, i, am, getting, good, are, not, i]	[dad, do, you, like, my, picture, i, make, i, be, get, good, be, not, i]	[(dad, NN), (do, VBP), (you, PRP), (like, IN), (my, PRP$), (picture, NN), (i, NN), (made, VBD), (i, NN), (am, VBP), (getting, VBG), (good, NN), (are, VBP), (not, RB), (i, JJ)]	[(dad, NN), (do, VBP), (you, PRP), (like, IN), (my, PRP$), (picture, NN), (i, JJ), (make, VBP), (i, NN), (be, VB), (get, VBN), (good, JJ), (be, VB), (not, RB), (i, VB)]	time200-cond1.txt
cgv	you sure are abe do you remember that place where we went to pick strawberries that's close to where we're going tomorrow	[you, sure, are, abe, do, you, remember, that, place, where, we, went, to, pick, strawberries, that, is, close, to, where, we, are, going, tomorrow]	[you, sure, be, abe, do, you, remember, that, place, where, we, go, to, pick, strawberry, that, be, close, to, where, we, be, go, tomorrow]	[(you, PRP), (sure, VBP), (are, VBP), (abe, JJ), (do, VBP), (you, PRP), (remember, VB), (that, IN), (place, NN), (where, WRB), (we, PRP), (went, VBD), (to, TO), (pick, VB), (strawberries, NNS), (that, WDT), (is, VBZ), (close, RB), (to, TO), (where, WRB), (we, PRP), (are, VBP), (going, VBG), (tomorrow, NN)]	[(you, PRP), (sure, VBP), (be, VB), (abe, JJ), (do, VB), (you, PRP), (remember, VB), (that, IN), (place, NN), (where, WRB), (we, PRP), (go, VBP), (to, TO), (pick, VB), (strawberry, NN), (that, WDT), (be, VB), (close, RB), (to, TO), (where, WRB), (we, PRP), (be, VB), (go, VBN), (tomorrow, NN)]	time200-cond1.txt
kid	hey mommy we should go to their grandma's again leslie's	[hey, mommy, we, should, go, to, their, grandma, 's, again, leslie, 's]	[hey, mommy, we, should, go, to, their, grandma, 's, again, leslie, 's]	[(hey, NN), (mommy, NN), (we, PRP), (should, MD), (go, VB), (to, TO), (their, PRP$), (grandma, NN), ('s, POS), (again, RB), (leslie, NN), ('s, POS)]	[(hey, NN), (mommy, NN), (we, PRP), (should, MD), (go, VB), (to, TO), (their, PRP$), (grandma, NN), ('s, POS), (again, RB), (leslie, NN), ('s, POS)]	time200-cond1.txt
cgv	yeah but i don't think they're having the ice cream social anymore that's just a summer event abe did steven's mom get pregnant	[yeah, but, i, do, not, think, they, are, having, the, ice, cream, social, anymore, that, is, just, a, summer, event, abe, did, steven, 's, mom, get, pregnant]	[yeah, but, i, do, not, think, they, be, have, the, ice, cream, social, anymore, that, be, just, a, summer, event, abe, do, steven, 's, mom, get, pregnant]	[(yeah, NN), (but, CC), (i, NNS), (do, VBP), (not, RB), (think, VB), (they, PRP), (are, VBP), (having, VBG), (the, DT), (ice, NN), (cream, NN), (social, JJ), (anymore, NN), (that, WDT), (is, VBZ), (just, RB), (a, DT), (summer, NN), (event, NN), (abe, NN), (did, VBD), (steven, VB), ('s, POS), (mom, JJ), (get, NN), (pregnant, JJ)]	[(yeah, NN), (but, CC), (i, NNS), (do, VBP), (not, RB), (think, VB), (they, PRP), (be, VB), (have, VBP), (the, DT), (ice, NN), (cream, NN), (social, JJ), (anymore, NN), (that, WDT), (be, VB), (just, RB), (a, DT), (summer, NN), (event, NN), (abe, NN), (do, VBP), (steven, VBN), ('s, POS), (mom, NN), (get, NN), (pregnant, JJ)]	time200-cond1.txt
